period,number,color,date_folder
20250404100051615,3,green,04-04-2025
20250404100051614,6,red,04-04-2025
20250404100051613,6,red,04-04-2025
20250404100051612,3,green,04-04-2025
20250404100051611,8,red,04-04-2025
20250404100051610,5,green / violet,04-04-2025
20250404100051609,2,red,04-04-2025
20250404100051608,2,red,04-04-2025
20250404100051607,8,red,04-04-2025
20250404100051606,3,green,04-04-2025
20250404100051605,4,red,04-04-2025
20250404100051604,2,red,04-04-2025
20250404100051603,3,green,04-04-2025
20250404100051602,8,red,04-04-2025
20250404100051601,0,red / violet,04-04-2025
20250404100051600,2,red,04-04-2025
20250404100051599,4,red,04-04-2025
20250404100051598,3,green,04-04-2025
20250404100051597,5,green / violet,04-04-2025
20250404100051596,9,green,04-04-2025
20250404100051595,0,red / violet,04-04-2025
20250404100051594,4,red,04-04-2025
20250404100051593,6,red,04-04-2025
20250404100051592,1,green,04-04-2025
20250404100051591,8,red,04-04-2025
20250404100051590,0,red / violet,04-04-2025
20250404100051589,1,green,04-04-2025
20250404100051588,0,red / violet,04-04-2025
20250404100051587,4,red,04-04-2025
20250404100051586,2,red,04-04-2025
20250404100051585,7,green,04-04-2025
20250404100051584,3,green,04-04-2025
20250404100051583,0,red / violet,04-04-2025
20250404100051582,2,red,04-04-2025
20250404100051581,0,red / violet,04-04-2025
20250404100051580,4,red,04-04-2025
20250404100051579,1,green,04-04-2025
20250404100051578,3,green,04-04-2025
20250404100051577,9,green,04-04-2025
20250404100051576,8,red,04-04-2025
20250404100051575,1,green,04-04-2025
20250404100051574,2,red,04-04-2025
20250404100051573,8,red,04-04-2025
20250404100051572,9,green,04-04-2025
20250404100051571,7,green,04-04-2025
20250404100051570,4,red,04-04-2025
20250404100051569,1,green,04-04-2025
20250404100051568,5,green / violet,04-04-2025
20250404100051567,8,red,04-04-2025
20250404100051566,8,red,04-04-2025
20250404100051565,6,red,04-04-2025
20250404100051564,9,green,04-04-2025
20250404100051563,0,red / violet,04-04-2025
20250404100051562,7,green,04-04-2025
20250404100051561,0,red / violet,04-04-2025
20250404100051560,3,green,04-04-2025
20250404100051559,6,red,04-04-2025
20250404100051558,1,green,04-04-2025
20250404100051557,1,green,04-04-2025
20250404100051556,8,red,04-04-2025
20250404100051555,2,red,04-04-2025
20250404100051554,9,green,04-04-2025
20250404100051553,1,green,04-04-2025
20250404100051552,1,green,04-04-2025
20250404100051551,9,green,04-04-2025
20250404100051550,3,green,04-04-2025
20250404100051549,3,green,04-04-2025
20250404100051548,7,green,04-04-2025
20250404100051547,3,green,04-04-2025
20250404100051546,6,red,04-04-2025
20250404100051545,8,red,04-04-2025
20250404100051544,8,red,04-04-2025
20250404100051543,4,red,04-04-2025
20250404100051542,3,green,04-04-2025
20250404100051541,8,red,04-04-2025
20250404100051540,1,green,04-04-2025
20250404100051539,7,green,04-04-2025
20250404100051538,0,red / violet,04-04-2025
20250404100051537,0,red / violet,04-04-2025
20250404100051536,0,red / violet,04-04-2025
20250404100051535,1,green,04-04-2025
20250404100051534,6,red,04-04-2025
20250404100051533,2,red,04-04-2025
20250404100051532,8,red,04-04-2025
20250404100051531,2,red,04-04-2025
20250404100051530,2,red,04-04-2025
20250404100051529,7,green,04-04-2025
20250404100051528,4,red,04-04-2025
20250404100051527,3,green,04-04-2025
20250404100051526,4,red,04-04-2025
20250404100051525,2,red,04-04-2025
20250404100051524,7,green,04-04-2025
20250404100051523,8,red,04-04-2025
20250404100051522,3,green,04-04-2025
20250404100051521,3,green,04-04-2025
20250404100051520,7,green,04-04-2025
20250404100051519,9,green,04-04-2025
20250404100051518,3,green,04-04-2025
20250404100051517,5,green / violet,04-04-2025
20250404100051516,1,green,04-04-2025
20250404100051515,3,green,04-04-2025
20250404100051514,0,red / violet,04-04-2025
20250404100051513,3,green,04-04-2025
20250404100051512,9,green,04-04-2025
20250404100051511,0,red / violet,04-04-2025
20250404100051510,4,red,04-04-2025
20250404100051509,5,green / violet,04-04-2025
20250404100051508,7,green,04-04-2025
20250404100051507,6,red,04-04-2025
20250404100051506,5,green / violet,04-04-2025
20250404100051505,3,green,04-04-2025
20250404100051504,8,red,04-04-2025
20250404100051503,2,red,04-04-2025
20250404100051502,6,red,04-04-2025
20250404100051501,9,green,04-04-2025
20250404100051500,9,green,04-04-2025
20250404100051499,2,red,04-04-2025
20250404100051498,3,green,04-04-2025
20250404100051497,9,green,04-04-2025
20250404100051496,5,green / violet,04-04-2025
20250404100051495,8,red,04-04-2025
20250404100051494,4,red,04-04-2025
20250404100051493,9,green,04-04-2025
20250404100051492,9,green,04-04-2025
20250404100051491,7,green,04-04-2025
20250404100051490,6,red,04-04-2025
20250404100051489,0,red / violet,04-04-2025
20250404100051488,6,red,04-04-2025
20250404100051487,8,red,04-04-2025
20250404100051486,0,red / violet,04-04-2025
20250404100051485,6,red,04-04-2025
20250404100051484,7,green,04-04-2025
20250404100051483,8,red,04-04-2025
20250404100051482,6,red,04-04-2025
20250404100051481,9,green,04-04-2025
20250404100051480,0,red / violet,04-04-2025
20250404100051479,5,green / violet,04-04-2025
20250404100051478,5,green / violet,04-04-2025
20250404100051477,1,green,04-04-2025
20250404100051476,8,red,04-04-2025
20250404100051475,6,red,04-04-2025
20250404100051474,9,green,04-04-2025
20250404100051473,5,green / violet,04-04-2025
20250404100051472,6,red,04-04-2025
20250404100051471,4,red,04-04-2025
20250404100051470,3,green,04-04-2025
20250404100051469,8,red,04-04-2025
20250404100051468,0,red / violet,04-04-2025
20250404100051467,5,green / violet,04-04-2025
20250404100051466,8,red,04-04-2025
20250404100051465,0,red / violet,04-04-2025
20250404100051464,7,green,04-04-2025
20250404100051463,5,green / violet,04-04-2025
20250404100051462,7,green,04-04-2025
20250404100051461,4,red,04-04-2025
20250404100051460,0,red / violet,04-04-2025
20250404100051459,1,green,04-04-2025
20250404100051458,7,green,04-04-2025
20250404100051457,8,red,04-04-2025
20250404100051456,3,green,04-04-2025
20250404100051455,3,green,04-04-2025
20250404100051454,5,green / violet,04-04-2025
20250404100051453,1,green,04-04-2025
20250404100051452,2,red,04-04-2025
20250404100051451,6,red,04-04-2025
20250404100051450,6,red,04-04-2025
20250404100051449,9,green,04-04-2025
20250404100051448,5,green / violet,04-04-2025
20250404100051447,5,green / violet,04-04-2025
20250404100051446,1,green,04-04-2025
20250404100051445,7,green,04-04-2025
20250404100051444,5,green / violet,04-04-2025
20250404100051443,9,green,04-04-2025
20250404100051442,2,red,04-04-2025
20250404100051441,7,green,04-04-2025
20250404100051440,6,red,04-04-2025
20250404100051439,2,red,04-04-2025
20250404100051438,3,green,04-04-2025
20250404100051437,4,red,04-04-2025
20250404100051436,9,green,04-04-2025
20250404100051435,7,green,04-04-2025
20250404100051434,1,green,04-04-2025
20250404100051433,4,red,04-04-2025
20250404100051432,2,red,04-04-2025
20250404100051431,5,green / violet,04-04-2025
20250404100051430,6,red,04-04-2025
20250404100051429,5,green / violet,04-04-2025
20250404100051428,7,green,04-04-2025
20250404100051427,7,green,04-04-2025
20250404100051426,5,green / violet,04-04-2025
20250404100051425,4,red,04-04-2025
20250404100051424,6,red,04-04-2025
20250404100051423,3,green,04-04-2025
20250404100051422,9,green,04-04-2025
20250404100051421,2,red,04-04-2025
20250404100051420,5,green / violet,04-04-2025
20250404100051419,8,red,04-04-2025
20250404100051418,2,red,04-04-2025
20250404100051417,1,green,04-04-2025
20250404100051416,1,green,04-04-2025
20250404100051415,0,red / violet,04-04-2025
20250404100051414,3,green,04-04-2025
20250404100051413,4,red,04-04-2025
20250404100051412,6,red,04-04-2025
20250404100051411,5,green / violet,04-04-2025
20250404100051410,7,green,04-04-2025
20250404100051409,4,red,04-04-2025
20250404100051408,0,red / violet,04-04-2025
20250404100051407,4,red,04-04-2025
20250404100051406,2,red,04-04-2025
20250404100051405,6,red,04-04-2025
20250404100051404,3,green,04-04-2025
20250404100051403,6,red,04-04-2025
20250404100051402,0,red / violet,04-04-2025
20250404100051401,8,red,04-04-2025
20250404100051400,7,green,04-04-2025
20250404100051399,0,red / violet,04-04-2025
20250404100051398,9,green,04-04-2025
20250404100051397,8,red,04-04-2025
20250404100051396,4,red,04-04-2025
20250404100051395,8,red,04-04-2025
20250404100051394,7,green,04-04-2025
20250404100051393,3,green,04-04-2025
20250404100051392,6,red,04-04-2025
20250404100051391,0,red / violet,04-04-2025
20250404100051390,4,red,04-04-2025
20250404100051389,8,red,04-04-2025
20250404100051388,6,red,04-04-2025
20250404100051387,5,green / violet,04-04-2025
20250404100051386,6,red,04-04-2025
20250404100051385,0,red / violet,04-04-2025
20250404100051384,8,red,04-04-2025
20250404100051383,9,green,04-04-2025
20250404100051382,4,red,04-04-2025
20250404100051381,1,green,04-04-2025
20250404100051380,9,green,04-04-2025
20250404100051379,3,green,04-04-2025
20250404100051378,7,green,04-04-2025
20250404100051377,7,green,04-04-2025
20250404100051376,7,green,04-04-2025
20250404100051375,9,green,04-04-2025
20250404100051374,5,green / violet,04-04-2025
20250404100051373,4,red,04-04-2025
20250404100051372,6,red,04-04-2025
20250404100051371,2,red,04-04-2025
20250404100051370,3,green,04-04-2025
20250404100051369,2,red,04-04-2025
20250404100051368,0,red / violet,04-04-2025
20250404100051367,7,green,04-04-2025
20250404100051366,5,green / violet,04-04-2025
20250404100051365,9,green,04-04-2025
20250404100051364,6,red,04-04-2025
20250404100051363,7,green,04-04-2025
20250404100051362,3,green,04-04-2025
20250404100051361,6,red,04-04-2025
20250404100051360,1,green,04-04-2025
20250404100051359,9,green,04-04-2025
20250404100051358,9,green,04-04-2025
20250404100051357,9,green,04-04-2025
20250404100051356,9,green,04-04-2025
20250404100051355,2,red,04-04-2025
20250404100051354,4,red,04-04-2025
20250404100051353,7,green,04-04-2025
20250404100051352,1,green,04-04-2025
20250404100051351,3,green,04-04-2025
20250404100051350,3,green,04-04-2025
20250404100051349,1,green,04-04-2025
20250404100051348,8,red,04-04-2025
20250404100051347,9,green,04-04-2025
20250404100051346,6,red,04-04-2025
20250404100051345,1,green,04-04-2025
20250404100051344,7,green,04-04-2025
20250404100051343,4,red,04-04-2025
20250404100051342,8,red,04-04-2025
20250404100051341,2,red,04-04-2025
20250404100051340,0,red / violet,04-04-2025
20250404100051339,8,red,04-04-2025
20250404100051338,6,red,04-04-2025
20250404100051337,7,green,04-04-2025
20250404100051336,7,green,04-04-2025
20250404100051335,3,green,04-04-2025
20250404100051334,7,green,04-04-2025
20250404100051333,4,red,04-04-2025
20250404100051332,9,green,04-04-2025
20250404100051331,5,green / violet,04-04-2025
20250404100051330,5,green / violet,04-04-2025
20250404100051329,4,red,04-04-2025
20250404100051328,0,red / violet,04-04-2025
20250404100051327,8,red,04-04-2025
20250404100051326,3,green,04-04-2025
20250404100051325,9,green,04-04-2025
20250404100051324,2,red,04-04-2025
20250404100051323,2,red,04-04-2025
20250404100051322,7,green,04-04-2025
20250404100051321,4,red,04-04-2025
20250404100051320,3,green,04-04-2025
20250404100051319,0,red / violet,04-04-2025
20250404100051318,5,green / violet,04-04-2025
20250404100051317,1,green,04-04-2025
20250404100051316,7,green,04-04-2025
20250404100051315,4,red,04-04-2025
20250404100051314,9,green,04-04-2025
20250404100051313,0,red / violet,04-04-2025
20250404100051312,4,red,04-04-2025
20250404100051311,5,green / violet,04-04-2025
20250404100051310,0,red / violet,04-04-2025
20250404100051309,9,green,04-04-2025
20250404100051308,6,red,04-04-2025
20250404100051307,9,green,04-04-2025
20250404100051306,8,red,04-04-2025
20250404100051305,7,green,04-04-2025
20250404100051304,4,red,04-04-2025
20250404100051303,3,green,04-04-2025
20250404100051302,5,green / violet,04-04-2025
20250404100051301,6,red,04-04-2025
20250404100051300,7,green,04-04-2025
20250404100051299,1,green,04-04-2025
20250404100051298,3,green,04-04-2025
20250404100051297,9,green,04-04-2025
20250404100051296,8,red,04-04-2025
20250404100051295,3,green,04-04-2025
20250404100051294,7,green,04-04-2025
20250404100051293,1,green,04-04-2025
20250404100051292,6,red,04-04-2025
20250404100051291,6,red,04-04-2025
20250404100051290,7,green,04-04-2025
20250404100051289,4,red,04-04-2025
20250404100051288,0,red / violet,04-04-2025
20250404100051287,3,green,04-04-2025
20250404100051286,6,red,04-04-2025
20250404100051285,5,green / violet,04-04-2025
20250404100051284,0,red / violet,04-04-2025
20250404100051283,4,red,04-04-2025
20250404100051282,0,red / violet,04-04-2025
20250404100051281,9,green,04-04-2025
20250404100051280,4,red,04-04-2025
20250404100051279,1,green,04-04-2025
20250404100051278,5,green / violet,04-04-2025
20250404100051277,9,green,04-04-2025
20250404100051276,1,green,04-04-2025
20250404100051275,3,green,04-04-2025
20250404100051274,8,red,04-04-2025
20250404100051273,5,green / violet,04-04-2025
20250404100051272,5,green / violet,04-04-2025
20250404100051271,0,red / violet,04-04-2025
20250404100051270,9,green,04-04-2025
20250404100051269,6,red,04-04-2025
20250404100051268,5,green / violet,04-04-2025
20250404100051267,6,red,04-04-2025
20250404100051266,5,green / violet,04-04-2025
20250404100051265,0,red / violet,04-04-2025
20250404100051264,8,red,04-04-2025
20250404100051263,9,green,04-04-2025
20250404100051262,4,red,04-04-2025
20250404100051261,1,green,04-04-2025
20250404100051260,6,red,04-04-2025
20250404100051259,1,green,04-04-2025
20250404100051258,0,red / violet,04-04-2025
20250404100051257,8,red,04-04-2025
20250404100051256,2,red,04-04-2025
20250404100051255,7,green,04-04-2025
20250404100051254,7,green,04-04-2025
20250404100051253,2,red,04-04-2025
20250404100051252,6,red,04-04-2025
20250404100051251,3,green,04-04-2025
20250404100051250,0,red / violet,04-04-2025
20250404100051249,7,green,04-04-2025
20250404100051248,3,green,04-04-2025
20250404100051247,3,green,04-04-2025
20250404100051246,3,green,04-04-2025
20250404100051245,1,green,04-04-2025
20250404100051244,1,green,04-04-2025
20250404100051243,2,red,04-04-2025
20250404100051242,4,red,04-04-2025
20250404100051241,3,green,04-04-2025
20250404100051240,3,green,04-04-2025
20250404100051239,8,red,04-04-2025
20250404100051238,0,red / violet,04-04-2025
20250404100051237,7,green,04-04-2025
20250404100051236,5,green / violet,04-04-2025
20250404100051235,6,red,04-04-2025
20250404100051234,8,red,04-04-2025
20250404100051233,0,red / violet,04-04-2025
20250404100051232,6,red,04-04-2025
20250404100051231,7,green,04-04-2025
20250404100051230,6,red,04-04-2025
20250404100051229,9,green,04-04-2025
20250404100051228,4,red,04-04-2025
20250404100051227,6,red,04-04-2025
20250404100051226,7,green,04-04-2025
20250404100051225,4,red,04-04-2025
20250404100051224,2,red,04-04-2025
20250404100051223,2,red,04-04-2025
20250404100051222,8,red,04-04-2025
20250404100051221,3,green,04-04-2025
20250404100051220,9,green,04-04-2025
20250404100051219,1,green,04-04-2025
20250404100051218,5,green / violet,04-04-2025
20250404100051217,1,green,04-04-2025
20250404100051216,2,red,04-04-2025
20250404100051215,2,red,04-04-2025
20250404100051214,6,red,04-04-2025
20250404100051213,0,red / violet,04-04-2025
20250404100051212,0,red / violet,04-04-2025
20250404100051211,6,red,04-04-2025
20250404100051210,1,green,04-04-2025
20250404100051209,2,red,04-04-2025
20250404100051208,6,red,04-04-2025
20250404100051207,3,green,04-04-2025
20250404100051206,6,red,04-04-2025
20250404100051205,7,green,04-04-2025
20250404100051204,5,green / violet,04-04-2025
20250404100051203,5,green / violet,04-04-2025
20250404100051202,4,red,04-04-2025
20250404100051201,6,red,04-04-2025
20250404100051200,7,green,04-04-2025
20250404100051199,6,red,04-04-2025
20250404100051198,8,red,04-04-2025
20250404100051197,2,red,04-04-2025
20250404100051196,3,green,04-04-2025
20250404100051195,7,green,04-04-2025
20250404100051194,5,green / violet,04-04-2025
20250404100051193,9,green,04-04-2025
20250404100051192,8,red,04-04-2025
20250404100051191,3,green,04-04-2025
20250404100051190,1,green,04-04-2025
20250404100051189,8,red,04-04-2025
20250404100051188,6,red,04-04-2025
20250404100051187,3,green,04-04-2025
20250404100051186,6,red,04-04-2025
20250404100051185,1,green,04-04-2025
20250404100051184,6,red,04-04-2025
20250404100051183,9,green,04-04-2025
20250404100051182,4,red,04-04-2025
20250404100051181,5,green / violet,04-04-2025
20250404100051180,7,green,04-04-2025
20250404100051179,1,green,04-04-2025
20250404100051178,0,red / violet,04-04-2025
20250404100051177,9,green,04-04-2025
20250404100051176,4,red,04-04-2025
20250404100051175,5,green / violet,04-04-2025
20250404100051174,9,green,04-04-2025
20250404100051173,3,green,04-04-2025
20250404100051172,7,green,04-04-2025
20250404100051171,6,red,04-04-2025
20250404100051170,1,green,04-04-2025
20250404100051169,2,red,04-04-2025
20250404100051168,9,green,04-04-2025
20250404100051167,1,green,04-04-2025
20250404100051166,4,red,04-04-2025
20250404100051165,0,red / violet,04-04-2025
20250404100051164,5,green / violet,04-04-2025
20250404100051163,1,green,04-04-2025
20250404100051162,9,green,04-04-2025
20250404100051161,5,green / violet,04-04-2025
20250404100051160,7,green,04-04-2025
20250404100051159,5,green / violet,04-04-2025
20250404100051158,7,green,04-04-2025
20250404100051157,0,red / violet,04-04-2025
20250404100051156,1,green,04-04-2025
20250404100051155,7,green,04-04-2025
20250404100051154,7,green,04-04-2025
20250404100051153,6,red,04-04-2025
20250404100051152,7,green,04-04-2025
20250404100051151,4,red,04-04-2025
20250404100051150,9,green,04-04-2025
20250404100051149,5,green / violet,04-04-2025
20250404100051148,8,red,04-04-2025
20250404100051147,9,green,04-04-2025
20250404100051146,8,red,04-04-2025
20250404100051145,3,green,04-04-2025
20250404100051144,8,red,04-04-2025
20250404100051143,6,red,04-04-2025
20250404100051142,5,green / violet,04-04-2025
20250404100051141,3,green,04-04-2025
20250404100051140,3,green,04-04-2025
20250404100051139,8,red,04-04-2025
20250404100051138,3,green,04-04-2025
20250404100051137,3,green,04-04-2025
20250404100051136,9,green,04-04-2025
20250404100051135,3,green,04-04-2025
20250404100051134,8,red,04-04-2025
20250404100051133,5,green / violet,04-04-2025
20250404100051132,5,green / violet,04-04-2025
20250404100051131,4,red,04-04-2025
20250404100051130,2,red,04-04-2025
20250404100051129,1,green,04-04-2025
20250404100051128,4,red,04-04-2025
20250404100051127,8,red,04-04-2025
20250404100051126,5,green / violet,04-04-2025
20250404100051125,6,red,04-04-2025
20250404100051124,7,green,04-04-2025
20250404100051123,2,red,04-04-2025
20250404100051122,1,green,04-04-2025
20250404100051121,6,red,04-04-2025
20250404100051120,5,green / violet,04-04-2025
20250404100051119,0,red / violet,04-04-2025
20250404100051118,3,green,04-04-2025
20250404100051117,3,green,04-04-2025
20250404100051116,9,green,04-04-2025
20250404100051115,1,green,04-04-2025
20250404100051114,7,green,04-04-2025
20250404100051113,7,green,04-04-2025
20250404100051112,2,red,04-04-2025
20250404100051111,0,red / violet,04-04-2025
20250404100051110,2,red,04-04-2025
20250404100051109,1,green,04-04-2025
20250404100051108,4,red,04-04-2025
20250404100051107,3,green,04-04-2025
20250404100051106,7,green,04-04-2025
20250404100051105,7,green,04-04-2025
20250404100051104,4,red,04-04-2025
20250404100051103,6,red,04-04-2025
20250404100051102,3,green,04-04-2025
20250404100051101,2,red,04-04-2025
20250404100051100,2,red,04-04-2025
20250404100051099,9,green,04-04-2025
20250404100051098,3,green,04-04-2025
20250404100051097,5,green / violet,04-04-2025
20250404100051096,9,green,04-04-2025
20250404100051095,8,red,04-04-2025
20250404100051094,0,red / violet,04-04-2025
20250404100051093,0,red / violet,04-04-2025
20250404100051092,7,green,04-04-2025
20250404100051091,9,green,04-04-2025
20250404100051090,2,red,04-04-2025
20250404100051089,3,green,04-04-2025
20250404100051088,4,red,04-04-2025
20250404100051087,8,red,04-04-2025
20250404100051086,6,red,04-04-2025
20250404100051085,6,red,04-04-2025
20250404100051084,7,green,04-04-2025
20250404100051083,6,red,04-04-2025
20250404100051082,3,green,04-04-2025
20250404100051081,8,red,04-04-2025
20250404100051080,7,green,04-04-2025
20250404100051079,8,red,04-04-2025
20250404100051078,7,green,04-04-2025
20250404100051077,5,green / violet,04-04-2025
20250404100051076,4,red,04-04-2025
20250404100051075,9,green,04-04-2025
20250404100051074,1,green,04-04-2025
20250404100051073,2,red,04-04-2025
20250404100051072,1,green,04-04-2025
20250404100051071,2,red,04-04-2025
20250404100051070,4,red,04-04-2025
20250404100051069,3,green,04-04-2025
20250404100051068,1,green,04-04-2025
20250404100051067,1,green,04-04-2025
20250404100051066,4,red,04-04-2025
20250404100051065,9,green,04-04-2025
20250404100051064,2,red,04-04-2025
20250404100051063,5,green / violet,04-04-2025
20250404100051062,6,red,04-04-2025
20250404100051061,3,green,04-04-2025
20250404100051060,8,red,04-04-2025
20250404100051059,6,red,04-04-2025
20250404100051058,3,green,04-04-2025
20250404100051057,5,green / violet,04-04-2025
20250404100051056,6,red,04-04-2025
20250404100051055,8,red,04-04-2025
20250404100051054,4,red,04-04-2025
20250404100051053,2,red,04-04-2025
20250404100051052,0,red / violet,04-04-2025
20250404100051051,3,green,04-04-2025
20250404100051050,9,green,04-04-2025
20250404100051049,9,green,04-04-2025
20250404100051048,3,green,04-04-2025
20250404100051047,9,green,04-04-2025
20250404100051046,6,red,04-04-2025
20250404100051045,8,red,04-04-2025
20250404100051044,1,green,04-04-2025
20250404100051043,9,green,04-04-2025
20250404100051042,2,red,04-04-2025
20250404100051041,8,red,04-04-2025
20250404100051040,4,red,04-04-2025
20250404100051039,0,red / violet,04-04-2025
20250404100051038,8,red,04-04-2025
20250404100051037,7,green,04-04-2025
20250404100051036,3,green,04-04-2025
20250404100051035,0,red / violet,04-04-2025
20250404100051034,7,green,04-04-2025
20250404100051033,3,green,04-04-2025
20250404100051032,3,green,04-04-2025
20250404100051031,7,green,04-04-2025
20250404100051030,3,green,04-04-2025
20250404100051029,5,green / violet,04-04-2025
20250404100051028,0,red / violet,04-04-2025
20250404100051027,5,green / violet,04-04-2025
20250404100051026,6,red,04-04-2025
20250404100051025,0,red / violet,04-04-2025
20250404100051024,2,red,04-04-2025
20250404100051023,5,green / violet,04-04-2025
20250404100051022,7,green,04-04-2025
20250404100051021,4,red,04-04-2025
20250404100051020,8,red,04-04-2025
20250404100051019,3,green,04-04-2025
20250404100051018,5,green / violet,04-04-2025
20250404100051017,8,red,04-04-2025
20250404100051016,1,green,04-04-2025
20250404100051015,2,red,04-04-2025
20250404100051014,2,red,04-04-2025
20250404100051013,2,red,04-04-2025
20250404100051012,1,green,04-04-2025
20250404100051011,5,green / violet,04-04-2025
20250404100051010,9,green,04-04-2025
20250404100051009,3,green,04-04-2025
20250404100051008,2,red,04-04-2025
20250404100051007,8,red,04-04-2025
20250404100051006,7,green,04-04-2025
20250404100051005,3,green,04-04-2025
20250404100051004,0,red / violet,04-04-2025
20250404100051003,3,green,04-04-2025
20250404100051002,2,red,04-04-2025
20250404100051001,2,red,04-04-2025
20250404100051000,4,red,04-04-2025
20250404100050999,8,red,04-04-2025
20250404100050998,4,red,04-04-2025
20250404100050997,8,red,04-04-2025
20250404100050996,5,green / violet,04-04-2025
20250404100050995,9,green,04-04-2025
20250404100050994,6,red,04-04-2025
20250404100050993,1,green,04-04-2025
20250404100050992,6,red,04-04-2025
20250404100050991,2,red,04-04-2025
20250404100050990,8,red,04-04-2025
20250404100050989,5,green / violet,04-04-2025
20250404100050988,9,green,04-04-2025
20250404100050987,7,green,04-04-2025
20250404100050986,8,red,04-04-2025
20250404100050985,1,green,04-04-2025
20250404100050984,5,green / violet,04-04-2025
20250404100050983,5,green / violet,04-04-2025
20250404100050982,8,red,04-04-2025
20250404100050981,7,green,04-04-2025
20250404100050980,8,red,04-04-2025
20250404100050979,4,red,04-04-2025
20250404100050978,6,red,04-04-2025
20250404100050977,3,green,04-04-2025
20250404100050976,8,red,04-04-2025
20250404100050975,5,green / violet,04-04-2025
20250404100050974,2,red,04-04-2025
20250404100050973,3,green,04-04-2025
20250404100050972,7,green,04-04-2025
20250404100050971,3,green,04-04-2025
20250404100050970,0,red / violet,04-04-2025
20250404100050969,1,green,04-04-2025
20250404100050968,8,red,04-04-2025
20250404100050967,2,red,04-04-2025
20250404100050966,0,red / violet,04-04-2025
20250404100050965,3,green,04-04-2025
20250404100050964,6,red,04-04-2025
20250404100050963,7,green,04-04-2025
20250404100050962,7,green,04-04-2025
20250404100050961,9,green,04-04-2025
20250404100050960,4,red,04-04-2025
20250404100050959,1,green,04-04-2025
20250404100050958,8,red,04-04-2025
20250404100050957,0,red / violet,04-04-2025
20250404100050956,1,green,04-04-2025
20250404100050955,6,red,04-04-2025
20250404100050954,4,red,04-04-2025
20250404100050953,9,green,04-04-2025
20250404100050952,8,red,04-04-2025
20250404100050951,9,green,04-04-2025
20250404100050950,9,green,04-04-2025
20250404100050949,5,green / violet,04-04-2025
20250404100050948,3,green,04-04-2025
20250404100050947,3,green,04-04-2025
20250404100050946,0,red / violet,04-04-2025
20250404100050945,2,red,04-04-2025
20250404100050944,5,green / violet,04-04-2025
20250404100050943,0,red / violet,04-04-2025
20250404100050942,1,green,04-04-2025
20250404100050941,5,green / violet,04-04-2025
20250404100050940,4,red,04-04-2025
20250404100050939,6,red,04-04-2025
20250404100050938,3,green,04-04-2025
20250404100050937,6,red,04-04-2025
20250404100050936,7,green,04-04-2025
20250404100050935,9,green,04-04-2025
20250404100050934,8,red,04-04-2025
20250404100050933,7,green,04-04-2025
20250404100050932,2,red,04-04-2025
20250404100050931,2,red,04-04-2025
20250404100050930,6,red,04-04-2025
20250404100050929,2,red,04-04-2025
20250404100050928,1,green,04-04-2025
20250404100050927,5,green / violet,04-04-2025
20250404100050926,7,green,04-04-2025
20250404100050925,1,green,04-04-2025
20250404100050924,8,red,04-04-2025
20250404100050923,8,red,04-04-2025
20250404100050922,2,red,04-04-2025
20250404100050921,6,red,04-04-2025
20250404100050920,8,red,04-04-2025
20250404100050919,0,red / violet,04-04-2025
20250404100050918,4,red,04-04-2025
20250404100050917,2,red,04-04-2025
20250404100050916,9,green,04-04-2025
20250404100050915,7,green,04-04-2025
20250404100050914,1,green,04-04-2025
20250404100050913,2,red,04-04-2025
20250404100050912,8,red,04-04-2025
20250404100050911,2,red,04-04-2025
20250404100050910,4,red,04-04-2025
20250404100050909,8,red,04-04-2025
20250404100050908,3,green,04-04-2025
20250404100050907,0,red / violet,04-04-2025
20250404100050906,5,green / violet,04-04-2025
20250404100050905,6,red,04-04-2025
20250404100050904,5,green / violet,04-04-2025
20250404100050903,6,red,04-04-2025
20250404100050902,9,green,04-04-2025
20250404100050901,2,red,04-04-2025
20250404100050900,5,green / violet,04-04-2025
20250404100050899,4,red,04-04-2025
20250404100050898,9,green,04-04-2025
20250404100050897,9,green,04-04-2025
20250404100050896,3,green,04-04-2025
20250404100050895,2,red,04-04-2025
20250404100050894,6,red,04-04-2025
20250404100050893,5,green / violet,04-04-2025
20250404100050892,9,green,04-04-2025
20250404100050891,7,green,04-04-2025
20250404100050890,6,red,04-04-2025
20250404100050889,0,red / violet,04-04-2025
20250404100050888,6,red,04-04-2025
20250404100050887,6,red,04-04-2025
20250404100050886,7,green,04-04-2025
20250404100050885,6,red,04-04-2025
20250404100050884,8,red,04-04-2025
20250404100050883,0,red / violet,04-04-2025
20250404100050882,2,red,04-04-2025
20250404100050881,8,red,04-04-2025
20250404100050880,7,green,04-04-2025
20250404100050879,7,green,04-04-2025
20250404100050878,8,red,04-04-2025
20250404100050877,9,green,04-04-2025
20250404100050876,0,red / violet,04-04-2025
20250404100050875,9,green,04-04-2025
20250404100050874,6,red,04-04-2025
20250404100050873,0,red / violet,04-04-2025
20250404100050872,2,red,04-04-2025
20250404100050871,0,red / violet,04-04-2025
20250404100050870,2,red,04-04-2025
20250404100050869,1,green,04-04-2025
20250404100050868,1,green,04-04-2025
20250404100050867,0,red / violet,04-04-2025
20250404100050866,7,green,04-04-2025
20250404100050865,1,green,04-04-2025
20250404100050864,6,red,04-04-2025
20250404100050863,5,green / violet,04-04-2025
