period,number,color,date_folder
20250418100052072,4,red,19-04-2025
20250418100052071,2,red,19-04-2025
20250418100052070,1,green,19-04-2025
20250418100052069,0,red / violet,19-04-2025
20250418100052068,0,red / violet,19-04-2025
20250418100052067,1,green,19-04-2025
20250418100052066,4,red,19-04-2025
20250418100052065,8,red,19-04-2025
20250418100052064,0,red / violet,19-04-2025
20250418100052063,7,green,19-04-2025
20250418100052062,4,red,19-04-2025
20250418100052061,2,red,19-04-2025
20250418100052060,0,red / violet,19-04-2025
20250418100052059,9,green,19-04-2025
20250418100052058,3,green,19-04-2025
20250418100052057,3,green,19-04-2025
20250418100052056,3,green,19-04-2025
20250418100052055,1,green,19-04-2025
20250418100052054,7,green,19-04-2025
20250418100052053,2,red,19-04-2025
20250418100052052,0,red / violet,19-04-2025
20250418100052051,0,red / violet,19-04-2025
20250418100052050,9,green,19-04-2025
20250418100052049,8,red,19-04-2025
20250418100052048,9,green,19-04-2025
20250418100052047,0,red / violet,19-04-2025
20250418100052046,6,red,19-04-2025
20250418100052045,2,red,19-04-2025
20250418100052044,4,red,19-04-2025
20250418100052043,3,green,19-04-2025
20250418100052042,8,red,19-04-2025
20250418100052041,5,green / violet,19-04-2025
20250418100052040,6,red,19-04-2025
20250418100052039,9,green,19-04-2025
20250418100052038,5,green / violet,19-04-2025
20250418100052037,1,green,19-04-2025
20250418100052036,7,green,19-04-2025
20250418100052035,8,red,19-04-2025
20250418100052034,6,red,19-04-2025
20250418100052033,9,green,19-04-2025
20250418100052032,8,red,19-04-2025
20250418100052031,8,red,19-04-2025
20250418100052030,6,red,19-04-2025
20250418100052029,3,green,19-04-2025
20250418100052028,6,red,19-04-2025
20250418100052027,4,red,19-04-2025
20250418100052026,2,red,19-04-2025
20250418100052025,3,green,19-04-2025
20250418100052024,0,red / violet,19-04-2025
20250418100052023,5,green / violet,19-04-2025
20250418100052022,3,green,19-04-2025
20250418100052021,2,red,19-04-2025
20250418100052020,4,red,19-04-2025
20250418100052019,7,green,19-04-2025
20250418100052018,1,green,19-04-2025
20250418100052017,7,green,19-04-2025
20250418100052016,2,red,19-04-2025
20250418100052015,5,green / violet,19-04-2025
20250418100052014,6,red,19-04-2025
20250418100052013,8,red,19-04-2025
20250418100052012,6,red,19-04-2025
20250418100052011,2,red,18-04-2025
20250418100052010,8,red,18-04-2025
20250418100052009,3,green,18-04-2025
20250418100052008,9,green,18-04-2025
20250418100052007,6,red,18-04-2025
20250418100052006,8,red,18-04-2025
20250418100052005,7,green,18-04-2025
20250418100052004,7,green,18-04-2025
20250418100052003,3,green,18-04-2025
20250418100052002,5,green / violet,18-04-2025
20250418100052001,1,green,18-04-2025
20250418100052000,4,red,18-04-2025
20250418100051999,0,red / violet,18-04-2025
20250418100051998,4,red,18-04-2025
20250418100051997,9,green,18-04-2025
20250418100051996,5,green / violet,18-04-2025
20250418100051995,3,green,18-04-2025
20250418100051994,2,red,18-04-2025
20250418100051993,6,red,18-04-2025
20250418100051992,5,green / violet,18-04-2025
20250418100051991,9,green,18-04-2025
20250418100051990,6,red,18-04-2025
20250418100051989,2,red,18-04-2025
20250418100051988,1,green,18-04-2025
20250418100051987,8,red,18-04-2025
20250418100051986,1,green,18-04-2025
20250418100051985,1,green,18-04-2025
20250418100051984,2,red,18-04-2025
20250418100051983,1,green,18-04-2025
20250418100051982,7,green,18-04-2025
20250418100051981,5,green / violet,18-04-2025
20250418100051980,8,red,18-04-2025
20250418100051979,2,red,18-04-2025
20250418100051978,7,green,18-04-2025
20250418100051977,8,red,18-04-2025
20250418100051976,9,green,18-04-2025
20250418100051975,5,green / violet,18-04-2025
20250418100051974,4,red,18-04-2025
20250418100051973,5,green / violet,18-04-2025
20250418100051972,3,green,18-04-2025
20250418100051971,5,green / violet,18-04-2025
20250418100051970,3,green,18-04-2025
20250418100051969,9,green,18-04-2025
20250418100051968,4,red,18-04-2025
20250418100051967,6,red,18-04-2025
20250418100051966,9,green,18-04-2025
20250418100051965,8,red,18-04-2025
20250418100051964,7,green,18-04-2025
20250418100051963,9,green,18-04-2025
20250418100051962,6,red,18-04-2025
20250418100051961,5,green / violet,18-04-2025
20250418100051960,8,red,18-04-2025
20250418100051959,0,red / violet,18-04-2025
20250418100051958,5,green / violet,18-04-2025
20250418100051957,5,green / violet,18-04-2025
20250418100051956,1,green,18-04-2025
20250418100051955,9,green,18-04-2025
20250418100051954,4,red,18-04-2025
20250418100051953,9,green,18-04-2025
20250418100051952,0,red / violet,18-04-2025
20250418100051951,6,red,18-04-2025
20250418100051950,4,red,18-04-2025
20250418100051949,4,red,18-04-2025
20250418100051948,8,red,18-04-2025
20250418100051947,4,red,18-04-2025
20250418100051946,5,green / violet,18-04-2025
20250418100051945,4,red,18-04-2025
20250418100051944,1,green,18-04-2025
20250418100051943,9,green,18-04-2025
20250418100051942,3,green,18-04-2025
20250418100051941,9,green,18-04-2025
20250418100051940,4,red,18-04-2025
20250418100051939,2,red,18-04-2025
20250418100051938,7,green,18-04-2025
20250418100051937,7,green,18-04-2025
20250418100051936,5,green / violet,18-04-2025
20250418100051935,2,red,18-04-2025
20250418100051934,3,green,18-04-2025
20250418100051933,1,green,18-04-2025
20250418100051932,8,red,18-04-2025
20250418100051931,5,green / violet,18-04-2025
20250418100051930,4,red,18-04-2025
20250418100051929,8,red,18-04-2025
20250418100051928,4,red,18-04-2025
20250418100051927,0,red / violet,18-04-2025
20250418100051926,3,green,18-04-2025
20250418100051925,8,red,18-04-2025
20250418100051924,2,red,18-04-2025
20250418100051923,8,red,18-04-2025
20250418100051922,4,red,18-04-2025
20250418100051921,1,green,18-04-2025
20250418100051920,3,green,18-04-2025
20250418100051919,8,red,18-04-2025
20250418100051918,4,red,18-04-2025
20250418100051917,7,green,18-04-2025
20250418100051916,8,red,18-04-2025
20250418100051915,5,green / violet,18-04-2025
20250418100051914,2,red,18-04-2025
20250418100051913,8,red,18-04-2025
20250418100051912,7,green,18-04-2025
20250418100051911,8,red,18-04-2025
20250418100051910,2,red,18-04-2025
20250418100051909,1,green,18-04-2025
20250418100051908,7,green,18-04-2025
20250418100051907,5,green / violet,18-04-2025
20250418100051906,3,green,18-04-2025
20250418100051905,7,green,18-04-2025
20250418100051904,2,red,18-04-2025
20250418100051903,4,red,18-04-2025
20250418100051902,0,red / violet,18-04-2025
20250418100051901,5,green / violet,18-04-2025
20250418100051900,3,green,18-04-2025
20250418100051899,9,green,18-04-2025
20250418100051898,0,red / violet,18-04-2025
20250418100051897,7,green,18-04-2025
20250418100051896,0,red / violet,18-04-2025
20250418100051895,7,green,18-04-2025
20250418100051894,4,red,18-04-2025
20250418100051893,8,red,18-04-2025
20250418100051892,5,green / violet,18-04-2025
20250418100051891,2,red,18-04-2025
20250418100051890,7,green,18-04-2025
20250418100051889,0,red / violet,18-04-2025
20250418100051888,4,red,18-04-2025
20250418100051887,7,green,18-04-2025
20250418100051886,6,red,18-04-2025
20250418100051885,4,red,18-04-2025
20250418100051884,2,red,18-04-2025
20250418100051883,0,red / violet,18-04-2025
20250418100051882,1,green,18-04-2025
20250418100051881,6,red,18-04-2025
20250418100051880,3,green,18-04-2025
20250418100051879,7,green,18-04-2025
20250418100051878,5,green / violet,18-04-2025
20250418100051877,9,green,18-04-2025
20250418100051876,5,green / violet,18-04-2025
20250418100051875,8,red,18-04-2025
20250418100051874,4,red,18-04-2025
20250418100051873,8,red,18-04-2025
20250418100051872,3,green,18-04-2025
20250418100051871,4,red,18-04-2025
20250418100051870,2,red,18-04-2025
20250418100051869,4,red,18-04-2025
20250418100051868,6,red,18-04-2025
20250418100051867,4,red,18-04-2025
20250418100051866,0,red / violet,18-04-2025
20250418100051865,3,green,18-04-2025
20250418100051864,6,red,18-04-2025
20250418100051863,2,red,18-04-2025
20250418100051862,2,red,18-04-2025
20250418100051861,3,green,18-04-2025
20250418100051860,9,green,18-04-2025
20250418100051859,8,red,18-04-2025
20250418100051858,5,green / violet,18-04-2025
20250418100051857,3,green,18-04-2025
20250418100051856,7,green,18-04-2025
20250418100051855,8,red,18-04-2025
20250418100051854,0,red / violet,18-04-2025
20250418100051853,1,green,18-04-2025
20250418100051852,1,green,18-04-2025
20250418100051851,4,red,18-04-2025
20250418100051850,5,green / violet,18-04-2025
20250418100051849,7,green,18-04-2025
20250418100051848,0,red / violet,18-04-2025
20250418100051847,2,red,18-04-2025
20250418100051846,6,red,18-04-2025
20250418100051845,8,red,18-04-2025
20250418100051844,4,red,18-04-2025
20250418100051843,8,red,18-04-2025
20250418100051842,1,green,18-04-2025
20250418100051841,3,green,18-04-2025
20250418100051840,4,red,18-04-2025
20250418100051839,5,green / violet,18-04-2025
20250418100051838,2,red,18-04-2025
20250418100051837,5,green / violet,18-04-2025
20250418100051836,9,green,18-04-2025
20250418100051835,0,red / violet,18-04-2025
20250418100051834,2,red,18-04-2025
20250418100051833,2,red,18-04-2025
20250418100051832,7,green,18-04-2025
20250418100051831,8,red,18-04-2025
20250418100051830,0,red / violet,18-04-2025
20250418100051829,0,red / violet,18-04-2025
20250418100051828,8,red,18-04-2025
20250418100051827,2,red,18-04-2025
20250418100051826,8,red,18-04-2025
20250418100051825,5,green / violet,18-04-2025
20250418100051824,0,red / violet,18-04-2025
20250418100051823,8,red,18-04-2025
20250418100051822,9,green,18-04-2025
20250418100051821,4,red,18-04-2025
20250418100051820,5,green / violet,18-04-2025
20250418100051819,7,green,18-04-2025
20250418100051818,6,red,18-04-2025
20250418100051817,5,green / violet,18-04-2025
20250418100051816,8,red,18-04-2025
20250418100051815,7,green,18-04-2025
20250418100051814,8,red,18-04-2025
20250418100051813,4,red,18-04-2025
20250418100051812,3,green,18-04-2025
20250418100051811,8,red,18-04-2025
20250418100051810,5,green / violet,18-04-2025
20250418100051809,0,red / violet,18-04-2025
20250418100051808,1,green,18-04-2025
20250418100051807,1,green,18-04-2025
20250418100051806,3,green,18-04-2025
20250418100051805,9,green,18-04-2025
20250418100051804,6,red,18-04-2025
20250418100051803,4,red,18-04-2025
20250418100051802,7,green,18-04-2025
20250418100051801,2,red,18-04-2025
20250418100051800,4,red,18-04-2025
20250418100051799,9,green,18-04-2025
20250418100051798,6,red,18-04-2025
20250418100051797,2,red,18-04-2025
20250418100051796,1,green,18-04-2025
20250418100051795,3,green,18-04-2025
20250418100051794,3,green,18-04-2025
20250418100051793,9,green,18-04-2025
20250418100051792,4,red,18-04-2025
20250418100051791,4,red,18-04-2025
20250418100051790,1,green,18-04-2025
20250418100051789,0,red / violet,18-04-2025
20250418100051788,0,red / violet,18-04-2025
20250418100051787,5,green / violet,18-04-2025
20250418100051786,0,red / violet,18-04-2025
20250418100051785,5,green / violet,18-04-2025
20250418100051784,8,red,18-04-2025
20250418100051783,0,red / violet,18-04-2025
20250418100051782,7,green,18-04-2025
20250418100051781,6,red,18-04-2025
20250418100051780,1,green,18-04-2025
20250418100051779,3,green,18-04-2025
20250418100051778,0,red / violet,18-04-2025
20250418100051777,5,green / violet,18-04-2025
20250418100051776,9,green,18-04-2025
20250418100051775,9,green,18-04-2025
20250418100051774,0,red / violet,18-04-2025
20250418100051773,7,green,18-04-2025
20250418100051772,3,green,18-04-2025
20250418100051771,5,green / violet,18-04-2025
20250418100051770,9,green,18-04-2025
20250418100051769,0,red / violet,18-04-2025
20250418100051768,9,green,18-04-2025
20250418100051767,5,green / violet,18-04-2025
20250418100051766,1,green,18-04-2025
20250418100051765,5,green / violet,18-04-2025
20250418100051764,0,red / violet,18-04-2025
20250418100051763,1,green,18-04-2025
20250418100051762,9,green,18-04-2025
20250418100051761,2,red,18-04-2025
20250418100051760,1,green,18-04-2025
20250418100051759,4,red,18-04-2025
20250418100051758,3,green,18-04-2025
20250418100051757,5,green / violet,18-04-2025
20250418100051756,0,red / violet,18-04-2025
20250418100051755,3,green,18-04-2025
20250418100051754,9,green,18-04-2025
20250418100051753,1,green,18-04-2025
20250418100051752,1,green,18-04-2025
20250418100051751,7,green,18-04-2025
20250418100051750,2,red,18-04-2025
20250418100051749,7,green,18-04-2025
20250418100051748,1,green,18-04-2025
20250418100051747,6,red,18-04-2025
20250418100051746,8,red,18-04-2025
20250418100051745,5,green / violet,18-04-2025
20250418100051744,0,red / violet,18-04-2025
20250418100051743,1,green,18-04-2025
20250418100051742,5,green / violet,18-04-2025
20250418100051741,8,red,18-04-2025
20250418100051740,0,red / violet,18-04-2025
20250418100051739,1,green,18-04-2025
20250418100051738,8,red,18-04-2025
20250418100051737,2,red,18-04-2025
20250418100051736,0,red / violet,18-04-2025
20250418100051735,0,red / violet,18-04-2025
20250418100051734,8,red,18-04-2025
20250418100051733,6,red,18-04-2025
20250418100051732,7,green,18-04-2025
20250418100051731,4,red,18-04-2025
20250418100051730,1,green,18-04-2025
20250418100051729,3,green,18-04-2025
20250418100051728,4,red,18-04-2025
20250418100051727,3,green,18-04-2025
20250418100051726,4,red,18-04-2025
20250418100051725,2,red,18-04-2025
20250418100051724,1,green,18-04-2025
20250418100051723,5,green / violet,18-04-2025
20250418100051722,8,red,18-04-2025
20250418100051721,6,red,18-04-2025
20250418100051720,4,red,18-04-2025
20250418100051719,1,green,18-04-2025
20250418100051718,0,red / violet,18-04-2025
20250418100051717,9,green,18-04-2025
20250418100051716,2,red,18-04-2025
20250418100051715,5,green / violet,18-04-2025
20250418100051714,8,red,18-04-2025
20250418100051713,5,green / violet,18-04-2025
20250418100051712,8,red,18-04-2025
20250418100051711,7,green,18-04-2025
20250418100051710,0,red / violet,18-04-2025
20250418100051709,4,red,18-04-2025
20250418100051708,5,green / violet,18-04-2025
20250418100051707,0,red / violet,18-04-2025
20250418100051706,9,green,18-04-2025
20250418100051705,7,green,18-04-2025
20250418100051704,2,red,18-04-2025
20250418100051703,7,green,18-04-2025
20250418100051702,6,red,18-04-2025
20250418100051701,1,green,18-04-2025
20250418100051700,3,green,18-04-2025
20250418100051699,2,red,18-04-2025
20250418100051698,3,green,18-04-2025
20250418100051697,2,red,18-04-2025
20250418100051696,3,green,18-04-2025
20250418100051695,1,green,18-04-2025
20250418100051694,1,green,18-04-2025
20250418100051693,6,red,18-04-2025
20250418100051692,4,red,18-04-2025
20250418100051691,0,red / violet,18-04-2025
20250418100051690,0,red / violet,18-04-2025
20250418100051689,1,green,18-04-2025
20250418100051688,4,red,18-04-2025
20250418100051687,1,green,18-04-2025
20250418100051686,9,green,18-04-2025
20250418100051685,2,red,18-04-2025
20250418100051684,5,green / violet,18-04-2025
20250418100051683,4,red,18-04-2025
20250418100051682,1,green,18-04-2025
20250418100051681,8,red,18-04-2025
20250418100051680,0,red / violet,18-04-2025
20250418100051679,6,red,18-04-2025
20250418100051678,3,green,18-04-2025
20250418100051677,9,green,18-04-2025
20250418100051676,2,red,18-04-2025
20250418100051675,0,red / violet,18-04-2025
20250418100051674,8,red,18-04-2025
20250418100051673,3,green,18-04-2025
20250418100051672,6,red,18-04-2025
20250418100051671,5,green / violet,18-04-2025
20250418100051670,9,green,18-04-2025
20250418100051669,8,red,18-04-2025
20250418100051668,1,green,18-04-2025
20250418100051667,7,green,18-04-2025
20250418100051666,8,red,18-04-2025
20250418100051665,1,green,18-04-2025
20250418100051664,4,red,18-04-2025
20250418100051663,5,green / violet,18-04-2025
20250418100051662,5,green / violet,18-04-2025
20250418100051661,3,green,18-04-2025
20250418100051660,0,red / violet,18-04-2025
20250418100051659,3,green,18-04-2025
20250418100051658,9,green,18-04-2025
20250418100051657,1,green,18-04-2025
20250418100051656,8,red,18-04-2025
20250418100051655,3,green,18-04-2025
20250418100051654,9,green,18-04-2025
20250418100051653,3,green,18-04-2025
20250418100051652,5,green / violet,18-04-2025
20250418100051651,1,green,18-04-2025
20250418100051650,1,green,18-04-2025
20250418100051649,7,green,18-04-2025
20250418100051648,5,green / violet,18-04-2025
20250418100051647,3,green,18-04-2025
20250418100051646,4,red,18-04-2025
20250418100051645,4,red,18-04-2025
20250418100051644,0,red / violet,18-04-2025
20250418100051643,1,green,18-04-2025
20250418100051642,1,green,18-04-2025
20250418100051641,2,red,18-04-2025
20250418100051640,6,red,18-04-2025
20250418100051639,1,green,18-04-2025
20250418100051638,4,red,18-04-2025
20250418100051637,6,red,18-04-2025
20250418100051636,5,green / violet,18-04-2025
20250418100051635,9,green,18-04-2025
20250418100051634,0,red / violet,18-04-2025
20250418100051633,4,red,18-04-2025
20250418100051632,8,red,18-04-2025
20250418100051631,9,green,18-04-2025
20250418100051630,8,red,18-04-2025
20250418100051629,4,red,18-04-2025
20250418100051628,7,green,18-04-2025
20250418100051627,2,red,18-04-2025
20250418100051626,5,green / violet,18-04-2025
20250418100051625,2,red,18-04-2025
20250418100051624,1,green,18-04-2025
20250418100051623,0,red / violet,18-04-2025
20250418100051622,5,green / violet,18-04-2025
20250418100051621,6,red,18-04-2025
20250418100051620,8,red,18-04-2025
20250418100051619,8,red,18-04-2025
20250418100051618,7,green,18-04-2025
20250418100051617,2,red,18-04-2025
20250418100051616,8,red,18-04-2025
20250418100051615,0,red / violet,18-04-2025
20250418100051614,1,green,18-04-2025
20250418100051613,8,red,18-04-2025
20250418100051612,1,green,18-04-2025
20250418100051611,9,green,18-04-2025
20250418100051610,4,red,18-04-2025
20250418100051609,2,red,18-04-2025
20250418100051608,4,red,18-04-2025
20250418100051607,7,green,18-04-2025
20250418100051606,1,green,18-04-2025
20250418100051605,9,green,18-04-2025
20250418100051604,4,red,18-04-2025
20250418100051603,0,red / violet,18-04-2025
20250418100051602,8,red,18-04-2025
20250418100051601,1,green,18-04-2025
20250418100051600,9,green,18-04-2025
20250418100051599,8,red,18-04-2025
20250418100051598,1,green,18-04-2025
20250418100051597,0,red / violet,18-04-2025
20250418100051596,3,green,18-04-2025
20250418100051595,8,red,18-04-2025
20250418100051594,0,red / violet,18-04-2025
20250418100051593,6,red,18-04-2025
20250418100051592,4,red,18-04-2025
20250418100051591,6,red,18-04-2025
20250418100051590,7,green,18-04-2025
20250418100051589,8,red,18-04-2025
20250418100051588,0,red / violet,18-04-2025
20250418100051587,6,red,18-04-2025
20250418100051586,1,green,18-04-2025
20250418100051585,9,green,18-04-2025
20250418100051584,0,red / violet,18-04-2025
20250418100051583,8,red,18-04-2025
20250418100051582,8,red,18-04-2025
20250418100051581,2,red,18-04-2025
20250418100051580,4,red,18-04-2025
20250418100051579,5,green / violet,18-04-2025
20250418100051578,3,green,18-04-2025
20250418100051577,0,red / violet,18-04-2025
20250418100051576,2,red,18-04-2025
20250418100051575,7,green,18-04-2025
20250418100051574,2,red,18-04-2025
20250418100051573,8,red,18-04-2025
20250418100051572,2,red,18-04-2025
20250418100051571,4,red,18-04-2025
20250418100051570,5,green / violet,18-04-2025
20250418100051569,1,green,18-04-2025
20250418100051568,2,red,18-04-2025
20250418100051567,0,red / violet,18-04-2025
20250418100051566,4,red,18-04-2025
20250418100051565,4,red,18-04-2025
20250418100051564,7,green,18-04-2025
20250418100051563,5,green / violet,18-04-2025
20250418100051562,4,red,18-04-2025
20250418100051561,9,green,18-04-2025
20250418100051560,2,red,18-04-2025
20250418100051559,2,red,18-04-2025
20250418100051558,9,green,18-04-2025
20250418100051557,1,green,18-04-2025
20250418100051556,8,red,18-04-2025
20250418100051555,4,red,18-04-2025
20250418100051554,3,green,18-04-2025
20250418100051553,1,green,18-04-2025
20250418100051552,8,red,18-04-2025
20250418100051551,1,green,18-04-2025
20250418100051550,4,red,18-04-2025
20250418100051549,8,red,18-04-2025
20250418100051548,5,green / violet,18-04-2025
20250418100051547,4,red,18-04-2025
20250418100051546,7,green,18-04-2025
20250418100051545,3,green,18-04-2025
20250418100051544,4,red,18-04-2025
20250418100051543,8,red,18-04-2025
20250418100051542,4,red,18-04-2025
20250418100051541,5,green / violet,18-04-2025
20250418100051540,3,green,18-04-2025
20250418100051539,5,green / violet,18-04-2025
20250418100051538,9,green,18-04-2025
20250418100051537,0,red / violet,18-04-2025
20250418100051536,2,red,18-04-2025
20250418100051535,7,green,18-04-2025
20250418100051534,1,green,18-04-2025
20250418100051533,0,red / violet,18-04-2025
20250418100051532,0,red / violet,18-04-2025
20250418100051531,0,red / violet,18-04-2025
20250418100051530,8,red,18-04-2025
20250418100051529,0,red / violet,18-04-2025
20250418100051528,0,red / violet,18-04-2025
20250418100051527,2,red,18-04-2025
20250418100051526,8,red,18-04-2025
20250418100051525,9,green,18-04-2025
20250418100051524,2,red,18-04-2025
20250418100051523,5,green / violet,18-04-2025
20250418100051522,2,red,18-04-2025
20250418100051521,9,green,18-04-2025
20250418100051520,0,red / violet,18-04-2025
20250418100051519,3,green,18-04-2025
20250418100051518,0,red / violet,18-04-2025
20250418100051517,1,green,18-04-2025
20250418100051516,3,green,18-04-2025
20250418100051515,0,red / violet,18-04-2025
20250418100051514,3,green,18-04-2025
20250418100051513,1,green,18-04-2025
20250418100051512,1,green,18-04-2025
20250418100051511,7,green,18-04-2025
20250418100051510,9,green,18-04-2025
20250418100051509,9,green,18-04-2025
20250418100051508,6,red,18-04-2025
20250418100051507,5,green / violet,18-04-2025
20250418100051506,5,green / violet,18-04-2025
20250418100051505,6,red,18-04-2025
20250418100051504,8,red,18-04-2025
20250418100051503,5,green / violet,18-04-2025
20250418100051502,7,green,18-04-2025
20250418100051501,1,green,18-04-2025
20250418100051500,8,red,18-04-2025
20250418100051499,4,red,18-04-2025
20250418100051498,7,green,18-04-2025
20250418100051497,7,green,18-04-2025
20250418100051496,0,red / violet,18-04-2025
20250418100051495,3,green,18-04-2025
20250418100051494,8,red,18-04-2025
20250418100051493,0,red / violet,18-04-2025
20250418100051492,8,red,18-04-2025
20250418100051491,7,green,18-04-2025
20250418100051490,2,red,18-04-2025
20250418100051489,2,red,18-04-2025
20250418100051488,5,green / violet,18-04-2025
20250418100051487,1,green,18-04-2025
20250418100051486,7,green,18-04-2025
20250418100051485,5,green / violet,18-04-2025
20250418100051484,9,green,18-04-2025
20250418100051483,1,green,18-04-2025
20250418100051482,0,red / violet,18-04-2025
20250418100051481,5,green / violet,18-04-2025
20250418100051480,7,green,18-04-2025
20250418100051479,5,green / violet,18-04-2025
20250418100051478,5,green / violet,18-04-2025
20250418100051477,1,green,18-04-2025
20250418100051476,0,red / violet,18-04-2025
20250418100051475,8,red,18-04-2025
20250418100051474,1,green,18-04-2025
20250418100051473,9,green,18-04-2025
20250418100051472,4,red,18-04-2025
20250418100051471,2,red,18-04-2025
20250418100051470,3,green,18-04-2025
20250418100051469,3,green,18-04-2025
20250418100051468,1,green,18-04-2025
20250418100051467,5,green / violet,18-04-2025
20250418100051466,5,green / violet,18-04-2025
20250418100051465,0,red / violet,18-04-2025
20250418100051464,4,red,18-04-2025
20250418100051463,2,red,18-04-2025
20250418100051462,4,red,18-04-2025
20250418100051461,9,green,18-04-2025
20250418100051460,9,green,18-04-2025
20250418100051459,2,red,18-04-2025
20250418100051458,3,green,18-04-2025
20250418100051457,4,red,18-04-2025
20250418100051456,1,green,18-04-2025
20250418100051455,8,red,18-04-2025
20250418100051454,6,red,18-04-2025
20250418100051453,2,red,18-04-2025
20250418100051452,9,green,18-04-2025
20250418100051451,7,green,18-04-2025
20250418100051450,0,red / violet,18-04-2025
20250418100051449,8,red,18-04-2025
20250418100051448,2,red,18-04-2025
20250418100051447,0,red / violet,18-04-2025
20250418100051446,5,green / violet,18-04-2025
20250418100051445,8,red,18-04-2025
20250418100051444,8,red,18-04-2025
20250418100051443,5,green / violet,18-04-2025
20250418100051442,4,red,18-04-2025
20250418100051441,0,red / violet,18-04-2025
20250418100051440,7,green,18-04-2025
20250418100051439,8,red,18-04-2025
20250418100051438,2,red,18-04-2025
20250418100051437,3,green,18-04-2025
20250418100051436,3,green,18-04-2025
20250418100051435,0,red / violet,18-04-2025
20250418100051434,1,green,18-04-2025
20250418100051433,0,red / violet,18-04-2025
20250418100051432,8,red,18-04-2025
20250418100051431,6,red,18-04-2025
20250418100051430,6,red,18-04-2025
20250418100051429,8,red,18-04-2025
20250418100051428,5,green / violet,18-04-2025
20250418100051427,6,red,18-04-2025
20250418100051426,0,red / violet,18-04-2025
20250418100051425,8,red,18-04-2025
20250418100051424,4,red,18-04-2025
20250418100051423,5,green / violet,18-04-2025
20250418100051422,9,green,18-04-2025
20250418100051421,3,green,18-04-2025
20250418100051420,4,red,18-04-2025
20250418100051419,8,red,18-04-2025
20250418100051418,4,red,18-04-2025
20250418100051417,1,green,18-04-2025
20250418100051416,6,red,18-04-2025
20250418100051415,3,green,18-04-2025
20250418100051414,5,green / violet,18-04-2025
20250418100051413,4,red,18-04-2025
20250418100051412,2,red,18-04-2025
20250418100051411,3,green,18-04-2025
20250418100051410,3,green,18-04-2025
20250418100051409,4,red,18-04-2025
20250418100051408,1,green,18-04-2025
20250418100051407,3,green,18-04-2025
20250418100051406,7,green,18-04-2025
20250418100051405,6,red,18-04-2025
20250418100051404,0,red / violet,18-04-2025
20250418100051403,3,green,18-04-2025
20250418100051402,3,green,18-04-2025
20250418100051401,3,green,18-04-2025
20250418100051400,3,green,18-04-2025
20250418100051399,1,green,18-04-2025
20250418100051398,8,red,18-04-2025
20250418100051397,8,red,18-04-2025
20250418100051396,5,green / violet,18-04-2025
20250418100051395,3,green,18-04-2025
20250418100051394,9,green,18-04-2025
20250418100051393,9,green,18-04-2025
20250418100051392,5,green / violet,18-04-2025
20250418100051391,3,green,18-04-2025
20250418100051390,5,green / violet,18-04-2025
20250418100051389,9,green,18-04-2025
20250418100051388,6,red,18-04-2025
20250418100051387,8,red,18-04-2025
20250418100051386,2,red,18-04-2025
20250418100051385,2,red,18-04-2025
20250418100051384,5,green / violet,18-04-2025
20250418100051383,6,red,18-04-2025
20250418100051382,0,red / violet,18-04-2025
20250418100051381,2,red,18-04-2025
20250418100051380,2,red,18-04-2025
20250418100051379,7,green,18-04-2025
20250418100051378,6,red,18-04-2025
20250418100051377,3,green,18-04-2025
20250418100051376,7,green,18-04-2025
20250418100051375,5,green / violet,18-04-2025
20250418100051374,3,green,18-04-2025
20250418100051373,3,green,18-04-2025
20250418100051372,2,red,18-04-2025
20250418100051371,2,red,18-04-2025
20250418100051370,5,green / violet,18-04-2025
20250418100051369,1,green,18-04-2025
20250418100051368,2,red,18-04-2025
20250418100051367,4,red,18-04-2025
20250418100051366,5,green / violet,18-04-2025
20250418100051365,5,green / violet,18-04-2025
20250418100051364,5,green / violet,18-04-2025
20250418100051363,2,red,18-04-2025
20250418100051362,1,green,18-04-2025
20250418100051361,2,red,18-04-2025
20250418100051360,6,red,18-04-2025
20250418100051359,4,red,18-04-2025
20250418100051358,3,green,18-04-2025
20250418100051357,1,green,18-04-2025
20250418100051356,8,red,18-04-2025
20250418100051355,4,red,18-04-2025
20250418100051354,8,red,18-04-2025
20250418100051353,5,green / violet,18-04-2025
20250418100051352,0,red / violet,18-04-2025
20250418100051351,5,green / violet,18-04-2025
20250418100051350,0,red / violet,18-04-2025
20250418100051349,4,red,18-04-2025
20250418100051348,5,green / violet,18-04-2025
20250418100051347,0,red / violet,18-04-2025
20250418100051346,4,red,18-04-2025
20250418100051345,2,red,18-04-2025
20250418100051344,1,green,18-04-2025
20250418100051343,8,red,18-04-2025
20250418100051342,3,green,18-04-2025
20250418100051341,0,red / violet,18-04-2025
20250418100051340,0,red / violet,18-04-2025
20250418100051339,5,green / violet,18-04-2025
20250418100051338,1,green,18-04-2025
20250418100051337,7,green,18-04-2025
20250418100051336,7,green,18-04-2025
20250418100051335,0,red / violet,18-04-2025
20250418100051334,7,green,18-04-2025
20250418100051333,2,red,18-04-2025
20250418100051332,5,green / violet,18-04-2025
20250418100051331,8,red,18-04-2025
20250418100051330,9,green,18-04-2025
20250418100051329,5,green / violet,18-04-2025
20250418100051328,2,red,18-04-2025
20250418100051327,1,green,18-04-2025
20250418100051326,3,green,18-04-2025
20250418100051325,8,red,18-04-2025
